pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
PflaHELAf	OZ251424.1	20130001	20160000	0.0058281233442831	18874	110	18874	0
PflaKGBDf	OZ251424.1	20130001	20160000	0.0021193175797393	18874	40	18874	0
PflaHELEm	OZ251424.1	20130001	20160000	0.0089541167743986	18874	169	18874	0
PflaKGBHm	OZ251424.1	20130001	20160000	0.0055102257073222	18874	104	18874	0
PflaHELEm	OZ251424.1	20160001	20190000	0.006083650190114	19725	120	19725	0
PflaKGBDf	OZ251424.1	20160001	20190000	0.0009632446134347	19725	19	19725	0
PflaKGBHm	OZ251424.1	20160001	20190000	0.0034474017743979	19725	68	19725	0
PflaHELAf	OZ251424.1	20160001	20190000	0.0028390367553865	19725	56	19725	0
PflaHELAf	OZ251424.1	20190001	20220000	0.0049639220101325	19541	97	19541	0
PflaHELEm	OZ251424.1	20190001	20220000	0.0077785169643314	19541	152	19541	0
PflaKGBHm	OZ251424.1	20190001	20220000	0.0036333862136021	19541	71	19541	0
PflaKGBDf	OZ251424.1	20190001	20220000	0.0036333862136021	19541	71	19541	0
PflaHELEm	OZ251424.1	20220001	20250000	0.0050095314093186	22557	113	22557	0
PflaKGBDf	OZ251424.1	20220001	20250000	0.0067828168639446	22557	153	22557	0
PflaKGBHm	OZ251424.1	20220001	20250000	0.0020392782728199	22557	46	22557	0
PflaHELAf	OZ251424.1	20220001	20250000	0.0041672208183712	22557	94	22557	0
PflaKGBHm	OZ251424.1	20250001	20280000	0.0055474193405227	22533	125	22533	0
PflaHELEm	OZ251424.1	20250001	20280000	0.0089202502995606	22533	201	22533	0
PflaKGBDf	OZ251424.1	20250001	20280000	0.0049704877291084	22533	112	22533	0
PflaHELAf	OZ251424.1	20250001	20280000	0.0027958993476234	22533	63	22533	0
PflaHELAf	OZ251424.1	20280001	20310000	0.0055827731571151	17554	98	17554	104
PflaKGBDf	OZ251424.1	20280001	20310000	0.0054394016658167	17649	96	17649	9
PflaHELEm	OZ251424.1	20280001	20310000	0.0050410648541489	17655	89	17655	3
PflaKGBHm	OZ251424.1	20280001	20310000	0.0034545248612526	17658	61	17658	0
PflaHELAf	OZ251424.1	20310001	20340000	0.0050333287988028	22053	111	22053	0
PflaKGBDf	OZ251424.1	20310001	20340000	0.0048066022763342	22053	106	22053	0
PflaHELEm	OZ251424.1	20310001	20340000	0.0073005940234888	22053	161	22053	0
PflaKGBHm	OZ251424.1	20310001	20340000	0.0046252210583594	22053	102	22053	0
PflaKGBHm	OZ251424.1	20340001	20370000	0.0047772302122095	19886	95	19886	0
PflaHELAf	OZ251424.1	20340001	20370000	0.0046766569445841	19886	93	19886	0
PflaKGBDf	OZ251424.1	20340001	20370000	0.0054812430855878	19886	109	19886	0
PflaHELEm	OZ251424.1	20340001	20370000	0.0064366891280297	19886	128	19886	0
PflaHELAf	OZ251424.1	20370001	20400000	0.0058571319194548	26122	153	26122	0
PflaKGBDf	OZ251424.1	20370001	20400000	0.0045555470484648	26122	119	26122	0
PflaHELEm	OZ251424.1	20370001	20400000	0.0062016690911875	26122	162	26122	0
PflaKGBHm	OZ251424.1	20370001	20400000	0.0029859888216828	26122	78	26122	0
PflaKGBHm	OZ251424.1	20400001	20430000	0.0042022267469566	23083	97	23083	0
PflaHELEm	OZ251424.1	20400001	20430000	0.0070181518866698	23083	162	23083	0
PflaHELAf	OZ251424.1	20400001	20430000	0.0057618160551054	23083	133	23083	0
PflaKGBDf	OZ251424.1	20400001	20430000	0.0063683230082744	23083	147	23083	0
PflaHELAf	OZ251424.1	20430001	20460000	0.0055964775112135	24301	136	24301	0
PflaKGBDf	OZ251424.1	20430001	20460000	0.0042385087033455	24301	103	24301	0
PflaHELEm	OZ251424.1	20430001	20460000	0.0069132957491461	24301	168	24301	0
PflaKGBHm	OZ251424.1	20430001	20460000	0.002304431916382	24301	56	24301	0
PflaHELAf	OZ251424.1	20460001	20490000	0.006799869591542	21471	146	21471	0
PflaKGBDf	OZ251424.1	20460001	20490000	0.0062875506497135	21471	135	21471	0
PflaHELEm	OZ251424.1	20460001	20490000	0.007125890736342	21471	153	21471	0
PflaKGBHm	OZ251424.1	20460001	20490000	0.0053097345132743	21470	114	21470	1
PflaKGBHm	OZ251424.1	20490001	20520000	0.00204041974349	20584	42	20584	0
PflaHELEm	OZ251424.1	20490001	20520000	0.0051982122036533	20584	107	20584	0
PflaKGBDf	OZ251424.1	20490001	20520000	0.0040322580645161	20584	83	20584	0
PflaHELAf	OZ251424.1	20490001	20520000	0.004955305091333	20584	102	20584	0
PflaHELAf	OZ251424.1	20520001	20550000	0.0054990235378764	19458	107	19458	0
PflaKGBDf	OZ251424.1	20520001	20550000	0.0022612807071641	19458	44	19458	0
PflaHELEm	OZ251424.1	20520001	20550000	0.0056532017679103	19458	110	19458	0
PflaKGBHm	OZ251424.1	20520001	20550000	0.0005140331037318	19454	10	19454	4
PflaHELAf	OZ251424.1	20550001	20580000	0.0066588168419343	24629	164	24629	0
PflaKGBDf	OZ251424.1	20550001	20580000	0.0037760363798773	24629	93	24629	0
PflaHELEm	OZ251424.1	20550001	20580000	0.0087295464696089	24629	215	24629	0
PflaKGBHm	OZ251424.1	20550001	20580000	0.0021519347111129	24629	53	24629	0
PflaKGBHm	OZ251424.1	20580001	20610000	0.0056364009018241	19516	110	19516	0
PflaHELEm	OZ251424.1	20580001	20610000	0.0078909612625538	19516	154	19516	0
PflaHELAf	OZ251424.1	20580001	20610000	0.0051284681265705	19499	100	19499	17
PflaKGBDf	OZ251424.1	20580001	20610000	0.0027693727883481	19499	54	19499	17
PflaHELAf	OZ251424.1	20610001	20640000	0.0046774872538472	21379	100	21379	0
PflaKGBDf	OZ251424.1	20610001	20640000	0.0071097806258477	21379	152	21379	0
PflaHELEm	OZ251424.1	20610001	20640000	0.0087936760372327	21379	188	21379	0
PflaKGBHm	OZ251424.1	20610001	20640000	0.0062210580476168	21379	133	21379	0
PflaHELAf	OZ251424.1	20640001	20670000	0.0029546400332917	24030	71	24030	0
PflaHELEm	OZ251424.1	20640001	20670000	0.0068248023304203	24030	164	24030	0
PflaKGBHm	OZ251424.1	20640001	20670000	0.002829796088223	24030	68	24030	0
PflaKGBDf	OZ251424.1	20640001	20670000	0.0049105285060341	24030	118	24030	0
PflaHELEm	OZ251424.1	20670001	20700000	0.0073817146922803	22488	166	22488	0
PflaKGBHm	OZ251424.1	20670001	20700000	0.0055585200996086	22488	125	22488	0
PflaKGBDf	OZ251424.1	20670001	20700000	0.0066702241195304	22488	150	22488	0
PflaHELAf	OZ251424.1	20670001	20700000	0.0018231945926716	22488	41	22488	0
PflaKGBHm	OZ251424.1	20700001	20730000	0.0037283621837549	22530	84	22530	0
PflaHELAf	OZ251424.1	20700001	20730000	0.0055037727474478	22530	124	22530	0
PflaKGBDf	OZ251424.1	20700001	20730000	0.0063914780292942	22530	144	22530	0
PflaHELEm	OZ251424.1	20700001	20730000	0.0074567243675099	22530	168	22530	0
PflaKGBHm	OZ251424.1	20730001	20760000	0.0031783126898808	21395	68	21395	0
PflaHELEm	OZ251424.1	20730001	20760000	0.0059827062397756	21395	128	21395	0
PflaKGBDf	OZ251424.1	20730001	20760000	0.0033652722598738	21395	72	21395	0
PflaHELAf	OZ251424.1	20730001	20760000	0.0051425899953249	21390	110	21390	5
PflaKGBHm	OZ251424.1	20760001	20790000	0.0004757991262597	23119	11	23119	0
PflaHELEm	OZ251424.1	20760001	20790000	0.0063584065054716	23119	147	23119	0
PflaKGBDf	OZ251424.1	20760001	20790000	0.0038929019421255	23119	90	23119	0
PflaHELAf	OZ251424.1	20760001	20790000	0.0004332004851845	23084	10	23084	35
PflaKGBHm	OZ251424.1	20790001	20820000	0.0028664667489857	22676	65	22676	33
PflaHELAf	OZ251424.1	20790001	20820000	0.006737416883174	22709	153	22709	0
PflaKGBDf	OZ251424.1	20790001	20820000	0.0013213530655391	22704	30	22704	5
PflaHELEm	OZ251424.1	20790001	20820000	0.0075300541635474	22709	171	22709	0
PflaKGBDf	OZ251424.1	20820001	20850000	0.0038172850096504	23315	89	23315	0
PflaHELEm	OZ251424.1	20820001	20850000	0.0093073128886982	23315	217	23315	0
PflaKGBHm	OZ251424.1	20820001	20850000	0.0038172850096504	23315	89	23315	0
PflaHELAf	OZ251424.1	20820001	20850000	0.0071198799056401	23315	166	23315	0
PflaKGBHm	OZ251424.1	20850001	20880000	0.0072089014261087	19143	138	19143	0
PflaHELEm	OZ251424.1	20850001	20880000	0.0085671002455205	19143	164	19143	0
PflaKGBDf	OZ251424.1	20850001	20880000	0.0078357624196834	19143	150	19143	0
PflaHELAf	OZ251424.1	20850001	20880000	0.006582040432534	19143	126	19143	0
PflaHELAf	OZ251424.1	20880001	20910000	0.0075868820362212	16344	124	16344	0
PflaKGBDf	OZ251424.1	20880001	20910000	0.0040381791483113	16344	66	16344	0
PflaHELEm	OZ251424.1	20880001	20910000	0.0090553108174253	16344	148	16344	0
PflaKGBHm	OZ251424.1	20880001	20910000	0.0040381791483113	16344	66	16344	0
PflaHELEm	OZ251424.1	20910001	20940000	0.0068754774637127	22253	153	22253	0
PflaKGBHm	OZ251424.1	20910001	20940000	0.0011234440300184	22253	25	22253	0
PflaHELAf	OZ251424.1	20910001	20940000	0.0062463488069024	22253	139	22253	0
PflaKGBDf	OZ251424.1	20910001	20940000	0.0044488383588729	22253	99	22253	0
PflaHELAf	OZ251424.1	20940001	20970000	0.00390625	21248	83	21248	0
PflaKGBDf	OZ251424.1	20940001	20970000	0.0037179969879518	21248	79	21248	0
PflaHELEm	OZ251424.1	20940001	20970000	0.0080478162650602	21248	171	21248	0
PflaKGBHm	OZ251424.1	20940001	20970000	0.0050828313253012	21248	108	21248	0
PflaKGBDf	OZ251424.1	20970001	21000000	0.0033190819081908	17776	59	17776	0
PflaHELEm	OZ251424.1	20970001	21000000	0.0079320432043204	17776	141	17776	0
PflaHELAf	OZ251424.1	20970001	21000000	0.0055130513051305	17776	98	17776	0
PflaKGBHm	OZ251424.1	20970001	21000000	0.0059630963096309	17776	106	17776	0
PflaHELAf	OZ251424.1	21000001	21030000	0.0036984013361966	25146	93	25146	0
PflaKGBDf	OZ251424.1	21000001	21030000	0.004215382168138	25146	106	25146	0
PflaHELEm	OZ251424.1	21000001	21030000	0.0035393303109838	25146	89	25146	0
PflaKGBHm	OZ251424.1	21000001	21030000	0.0026644396723136	25146	67	25146	0
PflaKGBDf	OZ251424.1	21030001	21060000	0.0015229850506993	24951	38	24951	0
PflaHELEm	OZ251424.1	21030001	21060000	0.0037274549098196	24950	93	24950	1
PflaKGBHm	OZ251424.1	21030001	21060000	0.0012023566189731	24951	30	24951	0
PflaHELAf	OZ251424.1	21030001	21060000	0.0026852631157067	24951	67	24951	0
PflaHELAf	OZ251424.1	21060001	21090000	0.0024781286374047	26633	66	26633	0
PflaKGBDf	OZ251424.1	21060001	21090000	0.0006007584575526	26633	16	26633	0
PflaHELEm	OZ251424.1	21060001	21090000	0.0050688994856005	26633	135	26633	0
PflaKGBHm	OZ251424.1	21060001	21090000	0.0033041715165396	26633	88	26633	0
PflaHELAf	OZ251424.1	21090001	21120000	0.0006356701779876	22024	14	22024	0
PflaKGBDf	OZ251424.1	21090001	21120000	0.0029059208136578	22024	64	22024	0
PflaHELEm	OZ251424.1	21090001	21120000	0.0053577915001816	22024	118	22024	0
PflaKGBHm	OZ251424.1	21090001	21120000	0.0030875408645114	22024	68	22024	0
PflaHELAf	OZ251424.1	21120001	21150000	0.0048155978388536	25542	123	25542	0
PflaKGBDf	OZ251424.1	21120001	21150000	0.0053637146660402	25542	137	25542	0
PflaKGBHm	OZ251424.1	21120001	21150000	0.0026231305301072	25542	67	25542	0
PflaHELEm	OZ251424.1	21120001	21150000	0.0067731579359486	25542	173	25542	0
PflaKGBHm	OZ251424.1	21150001	21180000	0.0022912423625254	27496	63	27496	0
PflaHELEm	OZ251424.1	21150001	21180000	0.0037459994180971	27496	103	27496	0
PflaKGBDf	OZ251424.1	21150001	21180000	0.0034186790805935	27496	94	27496	0
PflaHELAf	OZ251424.1	21150001	21180000	0.0011638056444573	27496	32	27496	0
PflaHELAf	OZ251424.1	21180001	21210000	0.0005783451067872	24207	14	24207	0
PflaKGBDf	OZ251424.1	21180001	21210000	0.0017763456851323	24207	43	24207	0
PflaHELEm	OZ251424.1	21180001	21210000	0.0052464163258561	24207	127	24207	0
PflaKGBHm	OZ251424.1	21180001	21210000	0.0029743462634775	24207	72	24207	0
PflaHELEm	OZ251424.1	21210001	21240000	0.0040340122602333	25285	102	25285	0
PflaKGBHm	OZ251424.1	21210001	21240000	0.0033221277437215	25285	84	25285	0
PflaKGBDf	OZ251424.1	21210001	21240000	0.0040735614000395	25285	103	25285	0
PflaHELAf	OZ251424.1	21210001	21240000	0.0005141388174807	25285	13	25285	0
PflaKGBHm	OZ251424.1	21240001	21270000	0.0036935924201059	24908	92	24908	0
PflaHELEm	OZ251424.1	21240001	21270000	0.0062229002730046	24908	155	24908	0
PflaKGBDf	OZ251424.1	21240001	21270000	0.0060623092982174	24908	151	24908	0
PflaHELAf	OZ251424.1	21240001	21270000	0.0038140356511964	24908	95	24908	0
PflaHELEm	OZ251424.1	21270001	21300000	0.0047784016246565	25113	120	25113	0
PflaHELAf	OZ251424.1	21270001	21300000	0.0002389200812328	25113	6	25113	0
PflaKGBDf	OZ251424.1	21270001	21300000	0.0008362202843148	25113	21	25113	0
PflaKGBHm	OZ251424.1	21270001	21300000	0.0002787400947716	25113	7	25113	0
PflaHELEm	OZ251424.1	21300001	21330000	0.0073769449272904	23587	174	23587	0
PflaKGBHm	OZ251424.1	21300001	21330000	0.0048755670496459	23587	115	23587	0
PflaKGBDf	OZ251424.1	21300001	21330000	0.0002967736465001	23587	7	23587	0
PflaHELAf	OZ251424.1	21300001	21330000	0.0045119822925977	23493	106	23493	94
PflaKGBHm	OZ251424.1	21330001	21360000	0.0038004750593824	25260	96	25260	0
PflaHELEm	OZ251424.1	21330001	21360000	0.0053048297703879	25260	134	25260	0
PflaKGBDf	OZ251424.1	21330001	21360000	0.0019002375296912	25260	48	25260	0
PflaHELAf	OZ251424.1	21330001	21360000	0.0033254156769596	25260	84	25260	0
PflaHELEm	OZ251424.1	21360001	21390000	0.006752512562814	25472	172	25472	0
PflaKGBHm	OZ251424.1	21360001	21390000	0.0030229271356783	25472	77	25472	0
PflaKGBDf	OZ251424.1	21360001	21390000	0.0030229271356783	25472	77	25472	0
PflaHELAf	OZ251424.1	21360001	21390000	0.0021608454799041	25453	55	25453	19
PflaKGBHm	OZ251424.1	21390001	21420000	0.0018217054263565	25800	47	25800	0
PflaHELEm	OZ251424.1	21390001	21420000	0.005	25800	129	25800	0
PflaKGBDf	OZ251424.1	21390001	21420000	0.0036046511627906	25800	93	25800	0
PflaHELAf	OZ251424.1	21390001	21420000	0.0039922480620155	25800	103	25800	0
PflaKGBHm	OZ251424.1	21420001	21450000	0.0032455527710447	24341	79	24341	0
PflaHELAf	OZ251424.1	21420001	21450000	0.0037385481286717	24341	91	24341	0
PflaKGBDf	OZ251424.1	21420001	21450000	0.0047656217903948	24341	116	24341	0
PflaHELEm	OZ251424.1	21420001	21450000	0.0057516125056489	24341	140	24341	0
PflaKGBHm	OZ251424.1	21450001	21480000	0.0030396277394175	26648	81	26648	0
PflaHELEm	OZ251424.1	21450001	21480000	0.0044656259381567	26648	119	26648	0
PflaKGBDf	OZ251424.1	21450001	21480000	0.0023641549084359	26648	63	26648	0
PflaHELAf	OZ251424.1	21450001	21480000	0.0032647853497448	26648	87	26648	0
PflaKGBHm	OZ251424.1	21480001	21510000	0.0024027099417047	25388	61	25388	0
PflaHELEm	OZ251424.1	21480001	21510000	0.0037813140066172	25388	96	25388	0
PflaHELAf	OZ251424.1	21480001	21510000	0.0023633212541358	25388	60	25388	0
PflaKGBDf	OZ251424.1	21480001	21510000	0.0003938868756893	25388	10	25388	0
PflaHELAf	OZ251424.1	21510001	21540000	0.0013857033639143	20928	29	20928	0
PflaKGBDf	OZ251424.1	21510001	21540000	0.0014812691131498	20928	31	20928	0
PflaHELEm	OZ251424.1	21510001	21540000	0.0024369266055045	20928	51	20928	0
PflaKGBHm	OZ251424.1	21510001	21540000	0.0028191896024464	20928	59	20928	0
PflaKGBDf	OZ251424.1	21540001	21570000	0.0019946526333658	23563	47	23563	0
PflaKGBHm	OZ251424.1	21540001	21570000	0.0023766073929465	23563	56	23563	0
PflaHELEm	OZ251424.1	21540001	21570000	0.0033102745830327	23563	78	23563	0
PflaHELAf	OZ251424.1	21540001	21570000	0.0026312438993337	23563	62	23563	0
PflaKGBHm	OZ251424.1	21570001	21600000	0.0023311068274532	22307	52	22307	0
PflaHELEm	OZ251424.1	21570001	21600000	0.0035414892186309	22307	79	22307	0
PflaKGBDf	OZ251424.1	21570001	21600000	0.0042139238803962	22307	94	22307	0
PflaHELAf	OZ251424.1	21570001	21600000	0.0032276863764737	22307	72	22307	0
PflaHELEm	OZ251424.1	21600001	21630000	0.0039433201889327	23077	91	23077	0
PflaKGBHm	OZ251424.1	21600001	21630000	0.0026433245222515	23077	61	23077	0
PflaHELAf	OZ251424.1	21600001	21630000	0.0036833210555964	23077	85	23077	0
PflaKGBDf	OZ251424.1	21600001	21630000	0.0037266542444858	23077	86	23077	0
PflaKGBDf	OZ251424.1	21630001	21660000	0.0049081475248913	21393	105	21393	0
PflaHELAf	OZ251424.1	21630001	21660000	0.0020567475342401	21393	44	21393	0
PflaHELEm	OZ251424.1	21630001	21660000	0.0060767540784368	21393	130	21393	0
PflaKGBHm	OZ251424.1	21630001	21660000	0.0032720983499275	21393	70	21393	0
PflaKGBHm	OZ251424.1	21660001	21690000	0.0012918042198937	20901	27	20901	0
PflaHELEm	OZ251424.1	21660001	21690000	0.0036840342567341	20901	77	20901	0
PflaKGBDf	OZ251424.1	21660001	21690000	0.0018180948279986	20901	38	20901	0
PflaHELAf	OZ251424.1	21660001	21690000	0.0001438779914632	20851	3	20851	50
PflaKGBDf	OZ251424.1	21690001	21720000	0.0018538971284316	25352	47	25352	0
PflaHELAf	OZ251424.1	21690001	21720000	0.0032739034395708	25352	83	25352	0
PflaHELEm	OZ251424.1	21690001	21720000	0.0031555695803092	25352	80	25352	0
PflaKGBHm	OZ251424.1	21690001	21720000	0.0014988955506468	25352	38	25352	0
PflaHELAf	OZ251424.1	21720001	21750000	0.0032632492048411	24209	79	24209	0
PflaHELEm	OZ251424.1	21720001	21750000	0.0046676855714816	24209	113	24209	0
PflaKGBHm	OZ251424.1	21720001	21750000	0.0032219422528811	24209	78	24209	0
PflaKGBDf	OZ251424.1	21720001	21750000	0.0035523978685612	24209	86	24209	0
PflaHELAf	OZ251424.1	21750001	21780000	0.0057764941124194	22505	130	22505	0
PflaKGBDf	OZ251424.1	21750001	21780000	0.0054654521217507	22505	123	22505	0
PflaHELEm	OZ251424.1	21750001	21780000	0.0060875361030882	22505	137	22505	0
PflaKGBHm	OZ251424.1	21750001	21780000	0.0059542323928016	22505	134	22505	0
PflaKGBDf	OZ251424.1	21780001	21810000	0.0028044112631219	26387	74	26387	0
PflaHELAf	OZ251424.1	21780001	21810000	0.0032212832076401	26387	85	26387	0
PflaHELEm	OZ251424.1	21780001	21810000	0.0069731307083033	26387	184	26387	0
PflaKGBHm	OZ251424.1	21780001	21810000	0.0045855913896994	26387	121	26387	0
PflaHELEm	OZ251424.1	21810001	21840000	0.0060943296237413	26418	161	26418	0
PflaKGBHm	OZ251424.1	21810001	21840000	0.0047694753577106	26418	126	26418	0
PflaKGBDf	OZ251424.1	21810001	21840000	0.0032553561965326	26418	86	26418	0
PflaHELAf	OZ251424.1	21810001	21840000	0.0060186236656824	26418	159	26418	0
PflaHELEm	OZ251424.1	21840001	21870000	0.0048721071863581	27914	136	27914	0
PflaKGBDf	OZ251424.1	21840001	21870000	0.0018986888299777	27914	53	27914	0
PflaHELAf	OZ251424.1	21840001	21870000	0.0041197965178763	27914	115	27914	0
PflaKGBHm	OZ251424.1	21840001	21870000	0.0037973776599555	27914	106	27914	0
PflaHELAf	OZ251424.1	21870001	21900000	0.0013196847023575	28037	37	28037	0
PflaKGBDf	OZ251424.1	21870001	21900000	0.0021043620929486	28037	59	28037	0
PflaHELEm	OZ251424.1	21870001	21900000	0.0027107037129507	28037	76	28037	0
PflaKGBHm	OZ251424.1	21870001	21900000	0.0003566715411777	28037	10	28037	0
PflaHELAf	OZ251424.1	21900001	21930000	0.0040799045456294	25981	106	25981	0
PflaKGBDf	OZ251424.1	21900001	21930000	0.0061968361494938	25981	161	25981	0
PflaHELEm	OZ251424.1	21900001	21930000	0.0082752780878334	25981	215	25981	0
PflaKGBHm	OZ251424.1	21900001	21930000	0.005965898156345	25981	155	25981	0
PflaHELAf	OZ251424.1	21930001	21960000	0.0054359835594643	22627	123	22627	0
PflaHELEm	OZ251424.1	21930001	21960000	0.0064524682900959	22627	146	22627	0
PflaKGBDf	OZ251424.1	21930001	21960000	0.0040659389225261	22627	92	22627	0
PflaKGBHm	OZ251424.1	21930001	21960000	0.002298139390993	22627	52	22627	0
PflaKGBHm	OZ251424.1	21960001	21990000	0.0011679619064732	22261	26	22261	0
PflaHELAf	OZ251424.1	21960001	21990000	0.0061093392030906	22261	136	22261	0
PflaHELEm	OZ251424.1	21960001	21990000	0.0084901846278244	22261	189	22261	0
PflaKGBDf	OZ251424.1	21960001	21990000	0.0059296527559408	22261	132	22261	0
PflaKGBHm	OZ251424.1	21990001	22020000	0.000344420389687	20324	7	20324	0
PflaHELEm	OZ251424.1	21990001	22020000	0.0065439874040543	20324	133	20324	0
PflaKGBDf	OZ251424.1	21990001	22020000	0.0045266679787443	20324	92	20324	0
PflaHELAf	OZ251424.1	21990001	22020000	0.0024617202501107	20311	50	20311	13
PflaKGBHm	OZ251424.1	22020001	22050000	0.0021474254236496	21421	46	21421	0
PflaHELEm	OZ251424.1	22020001	22050000	0.0100368796974931	21421	215	21421	0
PflaKGBDf	OZ251424.1	22020001	22050000	0.0037346529106951	21421	80	21421	0
PflaHELAf	OZ251424.1	22020001	22050000	0.0050417814294384	21421	108	21421	0
PflaHELAf	OZ251424.1	22050001	22080000	0.0069890172585936	21033	147	21033	0
PflaKGBHm	OZ251424.1	22050001	22080000	0.0087481576570151	21033	184	21033	0
PflaHELEm	OZ251424.1	22050001	22080000	0.0097941330290495	21033	206	21033	0
PflaKGBDf	OZ251424.1	22050001	22080000	0.0066562069129463	21033	140	21033	0
PflaKGBDf	OZ251424.1	22080001	22110000	0.0040725501721387	23818	97	23818	0
PflaHELAf	OZ251424.1	22080001	22110000	0.0060038626249055	23818	143	23818	0
PflaKGBHm	OZ251424.1	22080001	22110000	0.0052061466118061	23818	124	23818	0
PflaHELEm	OZ251424.1	22080001	22110000	0.0084809807708455	23818	202	23818	0
PflaHELEm	OZ251424.1	22110001	22140000	0.0091065714988924	24378	222	24378	0
PflaKGBDf	OZ251424.1	22110001	22140000	0.0054147181885306	24378	132	24378	0
PflaKGBHm	OZ251424.1	22110001	22140000	0.0037738944950365	24378	92	24378	0
PflaHELAf	OZ251424.1	22110001	22140000	0.0067273771433259	24378	164	24378	0
PflaKGBDf	OZ251424.1	22140001	22170000	0.008191177575712	26614	218	26614	0
PflaHELAf	OZ251424.1	22140001	22170000	0.0075148418125798	26614	200	26614	0
PflaKGBHm	OZ251424.1	22140001	22170000	0.0045464792966108	26614	121	26614	0
PflaHELEm	OZ251424.1	22140001	22170000	0.0083414744119636	26614	222	26614	0
PflaKGBHm	OZ251424.1	22170001	22200000	0.0046760451753516	25235	118	25235	3
PflaHELEm	OZ251424.1	22170001	22200000	0.0076868214597036	25238	194	25238	0
PflaKGBDf	OZ251424.1	22170001	22200000	0.0050717172517632	25238	128	25238	0
PflaHELAf	OZ251424.1	22170001	22200000	0.005745304699263	25238	145	25238	0
PflaHELEm	OZ251424.1	22200001	22230000	0.004799002804612	16045	77	16045	0
